

txt=block, round, feature_0, feature_1, feature_2, rt, Error, MaxTrialTime, fixationTime, Condition, recommended, selected

6, 6, Drink OR Garlic Bread, $23.95, 30 minutes, 1195, null, 40000, 1151.1558163314664, 2, 0, 0;
6, 6, Drink OR Garlic Bread, $19.95, 15 minutes, 1195, null, 40000, 1151.1558163314664, 2, 0, 1;
6, 6, No sides, $19.95, 15 minutes, 1195, null, 40000, 1151.1558163314664, 2, 0, 0;

6, 7, No sides, $23.95, 15 minutes, 2356, null, 40000, 1014.7977598051389, 2, 0, 0;
6, 7, Drink AND Garlic Bread, $27.95, 45 minutes, 2356, null, 40000, 1014.7977598051389, 2, 0, 0;
6, 7, Drink OR Garlic Bread, $23.95, 15 minutes, 2356, null, 40000, 1014.7977598051389, 2, 0, 1;

6, 8, Drink OR Garlic Bread, $27.95, 30 minutes, 2516, null, 40000, 1271.7745920766304, 1, 0, 0;
6, 8, No sides, $19.95, 30 minutes, 2516, null, 40000, 1271.7745920766304, 1, 0, 0;
6, 8, Drink OR Garlic Bread, $23.95, 15 minutes, 2516, null, 40000, 1271.7745920766304, 1, 0, 1;

6, 9, Drink OR Garlic Bread, $23.95, 45 minutes, 1913, null, 40000, 1684.90808503204, 2, 0, 0;
6, 9, Drink AND Garlic Bread, $19.95, 15 minutes, 1913, null, 40000, 1684.90808503204, 2, 0, 1;
6, 9, No sides, $27.95, 30 minutes, 1913, null, 40000, 1684.90808503204, 2, 0, 0;

6, 10, No sides, $19.95, 30 minutes, 1340, null, 40000, 1131.4108053030695, 2, 0, 0;
6, 10, No sides, $27.95, 30 minutes, 1340, null, 40000, 1131.4108053030695, 2, 0, 0;
6, 10, Drink AND Garlic Bread, $19.95, 15 minutes, 1340, null, 40000, 1131.4108053030695, 2, 0, 1;

6, 11, No sides, $23.95, 30 minutes, 4267, null, 40000, 1610.1141128367822, 1, 0, 0;
6, 11, Drink OR Garlic Bread, $19.95, 30 minutes, 4267, null, 40000, 1610.1141128367822, 1, 0, 1;
6, 11, Drink OR Garlic Bread, $23.95, 15 minutes, 4267, null, 40000, 1610.1141128367822, 1, 0, 0;

6, 12, No sides, $27.95, 30 minutes, 3397, null, 40000, 1261.2695884364666, 1, 0, 0;
6, 12, No sides, $19.95, 30 minutes, 3397, null, 40000, 1261.2695884364666, 1, 0, 0;
6, 12, No sides, $23.95, 15 minutes, 3397, null, 40000, 1261.2695884364666, 1, 0, 1;

6, 13, No sides, $23.95, 15 minutes, 2432, null, 40000, 2019.9913297486744, 2, 0, 0;
6, 13, Drink OR Garlic Bread, $23.95, 45 minutes, 2432, null, 40000, 2019.9913297486744, 2, 0, 0;
6, 13, Drink AND Garlic Bread, $23.95, 15 minutes, 2432, null, 40000, 2019.9913297486744, 2, 0, 1;

6, 14, Drink OR Garlic Bread, $19.95, 45 minutes, 2358, null, 40000, 1419.3008059439856, 1, 0, 1;
6, 14, No sides, $19.95, 45 minutes, 2358, null, 40000, 1419.3008059439856, 1, 0, 0;
6, 14, No sides, $19.95, 30 minutes, 2358, null, 40000, 1419.3008059439856, 1, 0, 0;

6, 15, Drink AND Garlic Bread, $19.95, 15 minutes, 1515, null, 40000, 1152.8901918410872, 2, 0, 1;
6, 15, No sides, $27.95, 15 minutes, 1515, null, 40000, 1152.8901918410872, 2, 0, 0;
6, 15, Drink AND Garlic Bread, $23.95, 30 minutes, 1515, null, 40000, 1152.8901918410872, 2, 0, 0;

6, 16, No sides, $23.95, 45 minutes, 2444, null, 40000, 1306.4302381219595, 2, 0, 0;
6, 16, No sides, $23.95, 45 minutes, 2444, null, 40000, 1306.4302381219595, 2, 0, 0;
6, 16, Drink OR Garlic Bread, $27.95, 45 minutes, 2444, null, 40000, 1306.4302381219595, 2, 0, 1;

6, 17, No sides, $27.95, 15 minutes, 2543, null, 40000, 1902.3587994191812, 2, 0, 0;
6, 17, Drink AND Garlic Bread, $23.95, 30 minutes, 2543, null, 40000, 1902.3587994191812, 2, 0, 1;
6, 17, Drink OR Garlic Bread, $23.95, 30 minutes, 2543, null, 40000, 1902.3587994191812, 2, 0, 0;

6, 18, Drink AND Garlic Bread, $23.95, 30 minutes, 2534, null, 40000, 1359.4710950290917, 2, 0, 0;
6, 18, Drink OR Garlic Bread, $19.95, 15 minutes, 2534, null, 40000, 1359.4710950290917, 2, 0, 1;
6, 18, Drink AND Garlic Bread, $27.95, 45 minutes, 2534, null, 40000, 1359.4710950290917, 2, 0, 0;

6, 19, Drink OR Garlic Bread, $27.95, 30 minutes, 1991, null, 40000, 3122.7300267939677, 1, 0, 0;
6, 19, No sides, $23.95, 45 minutes, 1991, null, 40000, 3122.7300267939677, 1, 0, 0;
6, 19, Drink AND Garlic Bread, $23.95, 15 minutes, 1991, null, 40000, 3122.7300267939677, 1, 0, 1;

6, 20, Drink AND Garlic Bread, $19.95, 15 minutes, 1593, null, 40000, 1798.5008836563657, 1, 0, 1;
6, 20, No sides, $19.95, 45 minutes, 1593, null, 40000, 1798.5008836563657, 1, 0, 0;
6, 20, Drink OR Garlic Bread, $23.95, 30 minutes, 1593, null, 40000, 1798.5008836563657, 1, 0, 0;

6, 21, No sides, $23.95, 15 minutes, 2443, null, 40000, 1339.9638845428144, 2, 0, 0;
6, 21, Drink AND Garlic Bread, $23.95, 45 minutes, 2443, null, 40000, 1339.9638845428144, 2, 0, 0;
6, 21, Drink AND Garlic Bread, $27.95, 30 minutes, 2443, null, 40000, 1339.9638845428144, 2, 0, 1;

6, 22, Drink AND Garlic Bread, $23.95, 30 minutes, 2999, null, 40000, 1244.7833460618874, 1, 0, 0;
6, 22, Drink OR Garlic Bread, $23.95, 45 minutes, 2999, null, 40000, 1244.7833460618874, 1, 0, 0;
6, 22, Drink OR Garlic Bread, $19.95, 15 minutes, 2999, null, 40000, 1244.7833460618874, 1, 0, 1;

6, 23, No sides, $27.95, 45 minutes, 1396, null, 40000, 1236.6986596328964, 1, 0, 0;
6, 23, No sides, $19.95, 30 minutes, 1396, null, 40000, 1236.6986596328964, 1, 0, 0;
6, 23, Drink AND Garlic Bread, $19.95, 15 minutes, 1396, null, 40000, 1236.6986596328964, 1, 0, 1;

6, 24, Drink OR Garlic Bread, $23.95, 30 minutes, 2574, null, 40000, 1819.50961597812, 2, 0, 0;
6, 24, No sides, $19.95, 30 minutes, 2574, null, 40000, 1819.50961597812, 2, 0, 0;
6, 24, Drink AND Garlic Bread, $23.95, 30 minutes, 2574, null, 40000, 1819.50961597812, 2, 0, 1;

7, 0, Drink OR Garlic Bread, $19.95, 30 minutes, 1475, null, 40000, 1360.5315024522185, 1, 0, 1;
7, 0, No sides, $23.95, 45 minutes, 1475, null, 40000, 1360.5315024522185, 1, 0, 0;
7, 0, No sides, $27.95, 45 minutes, 1475, null, 40000, 1360.5315024522185, 1, 0, 0;

7, 1, Drink OR Garlic Bread, $27.95, 30 minutes, 2529, null, 40000, 1206.0146388044664, 2, 0, 0;
7, 1, Drink AND Garlic Bread, $23.95, 15 minutes, 2529, null, 40000, 1206.0146388044664, 2, 0, 1;
7, 1, Drink AND Garlic Bread, $19.95, 30 minutes, 2529, null, 40000, 1206.0146388044664, 2, 0, 0;

7, 2, No sides, $27.95, 30 minutes, 1853, null, 40000, 1910.8861333216896, 2, 0, 0;
7, 2, No sides, $19.95, 30 minutes, 1853, null, 40000, 1910.8861333216896, 2, 0, 0;
7, 2, Drink AND Garlic Bread, $27.95, 30 minutes, 1853, null, 40000, 1910.8861333216896, 2, 0, 1;

7, 3, Drink AND Garlic Bread, $19.95, 45 minutes, 4102, null, 40000, 1720.2188474733157, 2, 0, 1;
7, 3, Drink OR Garlic Bread, $19.95, 45 minutes, 4102, null, 40000, 1720.2188474733157, 2, 0, 0;
7, 3, Drink OR Garlic Bread, $27.95, 30 minutes, 4102, null, 40000, 1720.2188474733157, 2, 0, 0;

7, 4, No sides, $19.95, 30 minutes, 1688, null, 40000, 1155.301448583551, 1, 0, 0;
7, 4, Drink AND Garlic Bread, $27.95, 30 minutes, 1688, null, 40000, 1155.301448583551, 1, 0, 1;
7, 4, No sides, $19.95, 15 minutes, 1688, null, 40000, 1155.301448583551, 1, 0, 0;

7, 5, Drink AND Garlic Bread, $19.95, 45 minutes, 2167, null, 40000, 1855.8944210330108, 2, 0, 0;
7, 5, Drink OR Garlic Bread, $23.95, 30 minutes, 2167, null, 40000, 1855.8944210330108, 2, 0, 0;
7, 5, Drink AND Garlic Bread, $19.95, 15 minutes, 2167, null, 40000, 1855.8944210330108, 2, 0, 1;

7, 6, Drink AND Garlic Bread, $23.95, 45 minutes, 2065, null, 40000, 2127.9913547149295, 1, 0, 1;
7, 6, No sides, $19.95, 45 minutes, 2065, null, 40000, 2127.9913547149295, 1, 0, 0;
7, 6, No sides, $23.95, 30 minutes, 2065, null, 40000, 2127.9913547149295, 1, 0, 0;

7, 7, Drink AND Garlic Bread, $27.95, 15 minutes, 1824, null, 40000, 1190.2906434568683, 1, 0, 1;
7, 7, Drink AND Garlic Bread, $19.95, 15 minutes, 1824, null, 40000, 1190.2906434568683, 1, 0, 0;
7, 7, No sides, $23.95, 15 minutes, 1824, null, 40000, 1190.2906434568683, 1, 0, 0;

7, 8, Drink AND Garlic Bread, $23.95, 45 minutes, 2806, null, 40000, 1350.0893205395391, 1, 0, 0;
7, 8, Drink AND Garlic Bread, $27.95, 15 minutes, 2806, null, 40000, 1350.0893205395391, 1, 0, 1;
7, 8, Drink OR Garlic Bread, $19.95, 30 minutes, 2806, null, 40000, 1350.0893205395391, 1, 0, 0;

7, 9, Drink AND Garlic Bread, $19.95, 30 minutes, 3222, null, 40000, 1196.5367420727944, 2, 0, 1;
7, 9, Drink AND Garlic Bread, $27.95, 30 minutes, 3222, null, 40000, 1196.5367420727944, 2, 0, 0;
7, 9, Drink AND Garlic Bread, $19.95, 45 minutes, 3222, null, 40000, 1196.5367420727944, 2, 0, 0;

7, 10, Drink AND Garlic Bread, $27.95, 30 minutes, 3537, null, 40000, 1678.8267036037992, 1, 0, 1;
7, 10, Drink OR Garlic Bread, $23.95, 45 minutes, 3537, null, 40000, 1678.8267036037992, 1, 0, 0;
7, 10, No sides, $19.95, 15 minutes, 3537, null, 40000, 1678.8267036037992, 1, 0, 0;

7, 11, Drink OR Garlic Bread, $19.95, 30 minutes, 1958, null, 40000, 1115.8596447977159, 1, 0, 1;
7, 11, No sides, $27.95, 45 minutes, 1958, null, 40000, 1115.8596447977159, 1, 0, 0;
7, 11, No sides, $23.95, 30 minutes, 1958, null, 40000, 1115.8596447977159, 1, 0, 0;

7, 12, No sides, $27.95, 15 minutes, 2684, null, 40000, 2058.532602996438, 2, 0, 0;
7, 12, Drink AND Garlic Bread, $23.95, 15 minutes, 2684, null, 40000, 2058.532602996438, 2, 0, 1;
7, 12, Drink OR Garlic Bread, $23.95, 45 minutes, 2684, null, 40000, 2058.532602996438, 2, 0, 0;

7, 13, Drink AND Garlic Bread, $23.95, 45 minutes, 2345, null, 40000, 1406.0242851641588, 1, 0, 0;
7, 13, Drink AND Garlic Bread, $27.95, 15 minutes, 2345, null, 40000, 1406.0242851641588, 1, 0, 0;
7, 13, Drink AND Garlic Bread, $23.95, 15 minutes, 2345, null, 40000, 1406.0242851641588, 1, 0, 1;

7, 14, Drink AND Garlic Bread, $23.95, 30 minutes, 1564, null, 40000, 1398.3520818112888, 1, 0, 1;
7, 14, No sides, $27.95, 45 minutes, 1564, null, 40000, 1398.3520818112888, 1, 0, 0;
7, 14, No sides, $27.95, 30 minutes, 1564, null, 40000, 1398.3520818112888, 1, 0, 0;

7, 15, Drink OR Garlic Bread, $23.95, 30 minutes, 2441, null, 40000, 1187.2697668439014, 2, 0, 0;
7, 15, Drink OR Garlic Bread, $27.95, 15 minutes, 2441, null, 40000, 1187.2697668439014, 2, 0, 0;
7, 15, Drink AND Garlic Bread, $27.95, 15 minutes, 2441, null, 40000, 1187.2697668439014, 2, 0, 1;

7, 16, Drink AND Garlic Bread, $27.95, 15 minutes, 2887, null, 40000, 1196.6502401900193, 2, 0, 0;
7, 16, No sides, $27.95, 15 minutes, 2887, null, 40000, 1196.6502401900193, 2, 0, 0;
7, 16, Drink AND Garlic Bread, $19.95, 30 minutes, 2887, null, 40000, 1196.6502401900193, 2, 0, 1;

7, 17, Drink OR Garlic Bread, $23.95, 30 minutes, 2708, null, 40000, 1162.388272886113, 2, 0, 1;
7, 17, Drink AND Garlic Bread, $27.95, 45 minutes, 2708, null, 40000, 1162.388272886113, 2, 0, 0;
7, 17, No sides, $23.95, 30 minutes, 2708, null, 40000, 1162.388272886113, 2, 0, 0;

7, 18, Drink OR Garlic Bread, $23.95, 45 minutes, 4260, null, 40000, 1224.6591888573312, 1, 0, 0;
7, 18, Drink OR Garlic Bread, $27.95, 15 minutes, 4260, null, 40000, 1224.6591888573312, 1, 0, 1;
7, 18, Drink AND Garlic Bread, $27.95, 30 minutes, 4260, null, 40000, 1224.6591888573312, 1, 0, 0;

7, 19, Drink AND Garlic Bread, $19.95, 45 minutes, 2134, null, 40000, 1578.79694654711, 1, 0, 0;
7, 19, No sides, $23.95, 30 minutes, 2134, null, 40000, 1578.79694654711, 1, 0, 0;
7, 19, Drink OR Garlic Bread, $23.95, 15 minutes, 2134, null, 40000, 1578.79694654711, 1, 0, 1;

7, 20, Drink OR Garlic Bread, $23.95, 30 minutes, 2116, null, 40000, 1593.9820499452173, 1, 0, 1;
7, 20, No sides, $23.95, 30 minutes, 2116, null, 40000, 1593.9820499452173, 1, 0, 0;
7, 20, No sides, $27.95, 30 minutes, 2116, null, 40000, 1593.9820499452173, 1, 0, 0;

7, 21, No sides, $23.95, 45 minutes, 2989, null, 40000, 1474.5712886031977, 2, 0, 0;
7, 21, Drink AND Garlic Bread, $23.95, 45 minutes, 2989, null, 40000, 1474.5712886031977, 2, 0, 1;
7, 21, Drink OR Garlic Bread, $23.95, 45 minutes, 2989, null, 40000, 1474.5712886031977, 2, 0, 0;

7, 22, Drink AND Garlic Bread, $23.95, 45 minutes, 1783, null, 40000, 1217.8862847308947, 1, 0, 0;
7, 22, No sides, $27.95, 45 minutes, 1783, null, 40000, 1217.8862847308947, 1, 0, 0;
7, 22, Drink OR Garlic Bread, $27.95, 15 minutes, 1783, null, 40000, 1217.8862847308947, 1, 0, 1;

7, 23, Drink AND Garlic Bread, $27.95, 15 minutes, 1559, null, 40000, 1491.5492903591644, 2, 0, 0;
7, 23, Drink OR Garlic Bread, $19.95, 15 minutes, 1559, null, 40000, 1491.5492903591644, 2, 0, 1;
7, 23, Drink AND Garlic Bread, $19.95, 15 minutes, 1559, null, 40000, 1491.5492903591644, 2, 0, 0;

7, 24, No sides, $23.95, 15 minutes, 2057, null, 40000, 1729.913556788235, 1, 0, 0;
7, 24, Drink AND Garlic Bread, $27.95, 30 minutes, 2057, null, 40000, 1729.913556788235, 1, 0, 0;
7, 24, Drink AND Garlic Bread, $23.95, 15 minutes, 2057, null, 40000, 1729.913556788235, 1, 0, 1;

8, 0, Drink OR Garlic Bread, $19.95, 15 minutes, 4209, null, 40000, 1070.3231928754738, 1, 0, 0;
8, 0, Drink OR Garlic Bread, $27.95, 15 minutes, 4209, null, 40000, 1070.3231928754738, 1, 0, 0;
8, 0, Drink OR Garlic Bread, $19.95, 15 minutes, 4209, null, 40000, 1070.3231928754738, 1, 0, 1;

8, 1, Drink OR Garlic Bread, $23.95, 45 minutes, 2268, null, 40000, 1320.6175864733846, 1, 0, 0;
8, 1, No sides, $19.95, 45 minutes, 2268, null, 40000, 1320.6175864733846, 1, 0, 0;
8, 1, Drink OR Garlic Bread, $23.95, 30 minutes, 2268, null, 40000, 1320.6175864733846, 1, 0, 1;

8, 2, Drink OR Garlic Bread, $27.95, 30 minutes, 2611, null, 40000, 1185.816582053827, 2, 0, 0;
8, 2, Drink AND Garlic Bread, $23.95, 15 minutes, 2611, null, 40000, 1185.816582053827, 2, 0, 1;
8, 2, Drink OR Garlic Bread, $19.95, 45 minutes, 2611, null, 40000, 1185.816582053827, 2, 0, 0;

8, 3, No sides, $23.95, 45 minutes, 3959, null, 40000, 1601.305870374145, 1, 0, 0;
8, 3, No sides, $23.95, 15 minutes, 3959, null, 40000, 1601.305870374145, 1, 0, 0;
8, 3, No sides, $19.95, 30 minutes, 3959, null, 40000, 1601.305870374145, 1, 0, 1;

8, 4, Drink OR Garlic Bread, $23.95, 15 minutes, 1767, null, 40000, 1419.588675223712, 1, 0, 1;
8, 4, Drink AND Garlic Bread, $23.95, 45 minutes, 1767, null, 40000, 1419.588675223712, 1, 0, 0;
8, 4, No sides, $23.95, 45 minutes, 1767, null, 40000, 1419.588675223712, 1, 0, 0;

8, 5, Drink AND Garlic Bread, $27.95, 15 minutes, 2885, null, 40000, 1005.5599329761778, 1, 0, 0;
8, 5, Drink AND Garlic Bread, $19.95, 30 minutes, 2885, null, 40000, 1005.5599329761778, 1, 0, 1;
8, 5, Drink AND Garlic Bread, $27.95, 30 minutes, 2885, null, 40000, 1005.5599329761778, 1, 0, 0;

8, 6, Drink OR Garlic Bread, $23.95, 45 minutes, 2869, null, 40000, 1145.2158481073943, 1, 0, 0;
8, 6, No sides, $23.95, 30 minutes, 2869, null, 40000, 1145.2158481073943, 1, 0, 0;
8, 6, Drink OR Garlic Bread, $23.95, 45 minutes, 2869, null, 40000, 1145.2158481073943, 1, 0, 1;

8, 7, No sides, $27.95, 30 minutes, 3457, null, 40000, 1608.1649471276592, 2, 0, 0;
8, 7, Drink AND Garlic Bread, $27.95, 45 minutes, 3457, null, 40000, 1608.1649471276592, 2, 0, 1;
8, 7, No sides, $19.95, 30 minutes, 3457, null, 40000, 1608.1649471276592, 2, 0, 0;

8, 8, No sides, $19.95, 15 minutes, 2112, null, 40000, 1170.0913763136484, 2, 0, 0;
8, 8, Drink OR Garlic Bread, $23.95, 30 minutes, 2112, null, 40000, 1170.0913763136484, 2, 0, 0;
8, 8, Drink AND Garlic Bread, $23.95, 15 minutes, 2112, null, 40000, 1170.0913763136484, 2, 0, 1;

8, 9, Drink AND Garlic Bread, $23.95, 45 minutes, 2263, null, 40000, 1134.2341917449069, 2, 0, 0;
8, 9, Drink AND Garlic Bread, $23.95, 15 minutes, 2263, null, 40000, 1134.2341917449069, 2, 0, 1;
8, 9, Drink AND Garlic Bread, $27.95, 45 minutes, 2263, null, 40000, 1134.2341917449069, 2, 0, 0;

8, 10, Drink AND Garlic Bread, $19.95, 15 minutes, 2366, null, 40000, 1477.7834092795135, 1, 0, 1;
8, 10, Drink OR Garlic Bread, $19.95, 30 minutes, 2366, null, 40000, 1477.7834092795135, 1, 0, 0;
8, 10, Drink OR Garlic Bread, $19.95, 45 minutes, 2366, null, 40000, 1477.7834092795135, 1, 0, 0;

8, 11, Drink AND Garlic Bread, $27.95, 15 minutes, 2953, null, 40000, 1504.7349434530693, 2, 0, 1;
8, 11, No sides, $19.95, 15 minutes, 2953, null, 40000, 1504.7349434530693, 2, 0, 0;
8, 11, Drink OR Garlic Bread, $19.95, 15 minutes, 2953, null, 40000, 1504.7349434530693, 2, 0, 0;

8, 12, No sides, $23.95, 30 minutes, 1694, null, 40000, 1426.7887492002546, 1, 0, 0;
8, 12, Drink AND Garlic Bread, $19.95, 45 minutes, 1694, null, 40000, 1426.7887492002546, 1, 0, 1;
8, 12, No sides, $23.95, 15 minutes, 1694, null, 40000, 1426.7887492002546, 1, 0, 0;

8, 13, Drink OR Garlic Bread, $19.95, 45 minutes, 2386, null, 40000, 1030.5483386624344, 2, 0, 0;
8, 13, Drink OR Garlic Bread, $27.95, 30 minutes, 2386, null, 40000, 1030.5483386624344, 2, 0, 0;
8, 13, Drink OR Garlic Bread, $19.95, 15 minutes, 2386, null, 40000, 1030.5483386624344, 2, 0, 1;

8, 14, Drink AND Garlic Bread, $23.95, 15 minutes, 3960, null, 40000, 1213.459738760284, 1, 0, 1;
8, 14, No sides, $19.95, 30 minutes, 3960, null, 40000, 1213.459738760284, 1, 0, 0;
8, 14, Drink AND Garlic Bread, $23.95, 15 minutes, 3960, null, 40000, 1213.459738760284, 1, 0, 0;

8, 15, No sides, $27.95, 30 minutes, 2182, null, 40000, 1731.3294949053743, 2, 0, 0;
8, 15, Drink AND Garlic Bread, $19.95, 15 minutes, 2182, null, 40000, 1731.3294949053743, 2, 0, 1;
8, 15, Drink OR Garlic Bread, $19.95, 15 minutes, 2182, null, 40000, 1731.3294949053743, 2, 0, 0;

8, 16, No sides, $27.95, 45 minutes, 1402, null, 40000, 1145.2097684617447, 1, 0, 0;
8, 16, Drink AND Garlic Bread, $19.95, 15 minutes, 1402, null, 40000, 1145.2097684617447, 1, 0, 1;
8, 16, Drink AND Garlic Bread, $19.95, 15 minutes, 1402, null, 40000, 1145.2097684617447, 1, 0, 0;

8, 17, No sides, $27.95, 15 minutes, 2896, null, 40000, 1884.687750132456, 1, 0, 0;
8, 17, No sides, $19.95, 15 minutes, 2896, null, 40000, 1884.687750132456, 1, 0, 0;
8, 17, Drink OR Garlic Bread, $19.95, 45 minutes, 2896, null, 40000, 1884.687750132456, 1, 0, 1;

8, 18, Drink AND Garlic Bread, $27.95, 30 minutes, 2500, null, 40000, 1820.2834878446447, 1, 0, 0;
8, 18, Drink OR Garlic Bread, $19.95, 30 minutes, 2500, null, 40000, 1820.2834878446447, 1, 0, 1;
8, 18, Drink OR Garlic Bread, $27.95, 45 minutes, 2500, null, 40000, 1820.2834878446447, 1, 0, 0;

8, 19, No sides, $27.95, 45 minutes, 1934, null, 40000, 1405.4562027132959, 1, 0, 0;
8, 19, No sides, $27.95, 30 minutes, 1934, null, 40000, 1405.4562027132959, 1, 0, 0;
8, 19, Drink OR Garlic Bread, $19.95, 15 minutes, 1934, null, 40000, 1405.4562027132959, 1, 0, 1;

8, 20, Drink OR Garlic Bread, $23.95, 45 minutes, 3770, null, 40000, 1442.843491494897, 1, 0, 0;
8, 20, Drink OR Garlic Bread, $27.95, 15 minutes, 3770, null, 40000, 1442.843491494897, 1, 0, 1;
8, 20, Drink OR Garlic Bread, $23.95, 45 minutes, 3770, null, 40000, 1442.843491494897, 1, 0, 0;

8, 21, No sides, $23.95, 45 minutes, 2489, null, 40000, 1991.3244000031211, 2, 0, 0;
8, 21, Drink AND Garlic Bread, $19.95, 30 minutes, 2489, null, 40000, 1991.3244000031211, 2, 0, 1;
8, 21, Drink OR Garlic Bread, $19.95, 30 minutes, 2489, null, 40000, 1991.3244000031211, 2, 0, 0;

8, 22, Drink OR Garlic Bread, $19.95, 45 minutes, 2878, null, 40000, 1049.1494137545428, 2, 0, 1;
8, 22, No sides, $23.95, 30 minutes, 2878, null, 40000, 1049.1494137545428, 2, 0, 0;
8, 22, Drink OR Garlic Bread, $19.95, 45 minutes, 2878, null, 40000, 1049.1494137545428, 2, 0, 0;

8, 23, Drink AND Garlic Bread, $23.95, 30 minutes, 3899, null, 40000, 1513.9735164423805, 1, 0, 1;
8, 23, Drink AND Garlic Bread, $27.95, 30 minutes, 3899, null, 40000, 1513.9735164423805, 1, 0, 0;
8, 23, Drink OR Garlic Bread, $19.95, 45 minutes, 3899, null, 40000, 1513.9735164423805, 1, 0, 0;

8, 24, Drink OR Garlic Bread, $19.95, 45 minutes, 2555, null, 40000, 1012.6529237763782, 1, 0, 1;
8, 24, Drink OR Garlic Bread, $19.95, 45 minutes, 2555, null, 40000, 1012.6529237763782, 1, 0, 0;
8, 24, No sides, $23.95, 30 minutes, 2555, null, 40000, 1012.6529237763782, 1, 0, 0;

9, 0, Drink OR Garlic Bread, $19.95, 15 minutes, 1641, null, 40000, 1062.3389647248641, 2, 0, 0;
9, 0, Drink AND Garlic Bread, $19.95, 15 minutes, 1641, null, 40000, 1062.3389647248641, 2, 0, 0;
9, 0, Drink AND Garlic Bread, $19.95, 15 minutes, 1641, null, 40000, 1062.3389647248641, 2, 0, 1;

9, 1, No sides, $19.95, 15 minutes, 1950, null, 40000, 1665.8359885155119, 2, 0, 0;
9, 1, Drink AND Garlic Bread, $19.95, 30 minutes, 1950, null, 40000, 1665.8359885155119, 2, 0, 1;
9, 1, Drink OR Garlic Bread, $19.95, 30 minutes, 1950, null, 40000, 1665.8359885155119, 2, 0, 0;

9, 2, Drink OR Garlic Bread, $19.95, 45 minutes, 1922, null, 40000, 1651.3836046492902, 2, 0, 1;
9, 2, No sides, $27.95, 30 minutes, 1922, null, 40000, 1651.3836046492902, 2, 0, 0;
9, 2, No sides, $23.95, 30 minutes, 1922, null, 40000, 1651.3836046492902, 2, 0, 0;

9, 3, Drink OR Garlic Bread, $19.95, 15 minutes, 1890, null, 40000, 1272.5993019865323, 2, 0, 1;
9, 3, Drink AND Garlic Bread, $23.95, 30 minutes, 1890, null, 40000, 1272.5993019865323, 2, 0, 0;
9, 3, Drink OR Garlic Bread, $23.95, 30 minutes, 1890, null, 40000, 1272.5993019865323, 2, 0, 0;

9, 4, Drink OR Garlic Bread, $23.95, 15 minutes, 1183, null, 40000, 1615.4697805454946, 2, 0, 1;
9, 4, No sides, $27.95, 45 minutes, 1183, null, 40000, 1615.4697805454946, 2, 0, 0;
9, 4, No sides, $27.95, 15 minutes, 1183, null, 40000, 1615.4697805454946, 2, 0, 0;

9, 5, No sides, $19.95, 15 minutes, 1518, null, 40000, 1448.972584693583, 2, 0, 0;
9, 5, No sides, $27.95, 45 minutes, 1518, null, 40000, 1448.972584693583, 2, 0, 0;
9, 5, Drink AND Garlic Bread, $23.95, 30 minutes, 1518, null, 40000, 1448.972584693583, 2, 0, 1;

9, 6, Drink OR Garlic Bread, $27.95, 45 minutes, 2836, null, 40000, 1007.071329929027, 2, 0, 0;
9, 6, No sides, $19.95, 15 minutes, 2836, null, 40000, 1007.071329929027, 2, 0, 0;
9, 6, Drink OR Garlic Bread, $23.95, 15 minutes, 2836, null, 40000, 1007.071329929027, 2, 0, 1;

9, 7, Drink OR Garlic Bread, $27.95, 30 minutes, 2964, null, 40000, 2611.344104356776, 2, 0, 0;
9, 7, Drink AND Garlic Bread, $19.95, 15 minutes, 2964, null, 40000, 2611.344104356776, 2, 0, 1;
9, 7, Drink AND Garlic Bread, $19.95, 15 minutes, 2964, null, 40000, 2611.344104356776, 2, 0, 0;

9, 8, No sides, $23.95, 30 minutes, 2395, null, 40000, 2817.117989505403, 2, 0, 1;
9, 8, No sides, $27.95, 45 minutes, 2395, null, 40000, 2817.117989505403, 2, 0, 0;
9, 8, No sides, $23.95, 45 minutes, 2395, null, 40000, 2817.117989505403, 2, 0, 0;

9, 9, Drink OR Garlic Bread, $27.95, 30 minutes, 2547, null, 40000, 1244.7411632097992, 2, 0, 0;
9, 9, Drink OR Garlic Bread, $19.95, 15 minutes, 2547, null, 40000, 1244.7411632097992, 2, 0, 1;
9, 9, Drink OR Garlic Bread, $19.95, 45 minutes, 2547, null, 40000, 1244.7411632097992, 2, 0, 0;

9, 10, Drink AND Garlic Bread, $27.95, 15 minutes, 1619, null, 40000, 1504.6159170410742, 2, 0, 0;
9, 10, Drink AND Garlic Bread, $19.95, 15 minutes, 1619, null, 40000, 1504.6159170410742, 2, 0, 1;
9, 10, No sides, $23.95, 45 minutes, 1619, null, 40000, 1504.6159170410742, 2, 0, 0;

9, 11, No sides, $27.95, 15 minutes, 1966, null, 40000, 1390.237027269833, 1, 0, 0;
9, 11, No sides, $27.95, 45 minutes, 1966, null, 40000, 1390.237027269833, 1, 0, 0;
9, 11, Drink OR Garlic Bread, $19.95, 45 minutes, 1966, null, 40000, 1390.237027269833, 1, 0, 1;

9, 12, Drink AND Garlic Bread, $19.95, 15 minutes, 1576, null, 40000, 1729.0388134733385, 1, 0, 1;
